region,product type,product name,producer name,regulator number,application method,label minimum rate,label maximum rate,label suggested rate,rate UOM,number of AI,AI1,AI1 eiq,AI1 group,AI1_concentration_%,AI2,AI2 eiq,AI2 group,AI2_concentration_%,AI3,AI3 eiq,AI3 group,AI3_concentration_%,AI4,AI4 eiq,AI4 group,AI4_concentration_%,eiq total,min days between applications,REI (hours),PHI (days)
USA,Field Insecticide,ADVISE 2FL,"Winfield Solutions, LLC",1381-205,Foliar,0.4,0.8,20.0,fl oz/cwt,1,Imidacloprid,70.0,,12.0,,,,,,,,,,,,,,,,
USA,Field Insecticide,ADVISE 2FL,"Winfield Solutions, LLC",1381-205,Furrow,0.4,0.8,20.0,fl oz/cwt,1,Imidacloprid,70.0,,13.0,,,,,,,,,,,,,,,,
USA,Seed Treatment,ADVISE 2FL,"Winfield Solutions, LLC",1381-205,Seed Treatment - Liquid,0.4,0.8,20.0,fl oz/cwt,1,Imidacloprid,70.0,,11.9,,,,,,,,,,,,,,,,
USA,Field Insecticide,ADVISE FOUR,"Winfield Solutions, LLC",1381-219,Foliar,0.2,0.4,10.0,fl oz/cwt,1,Imidacloprid,70.0,,7.6,,,,,,,,,,,,,,,,
USA,Field Insecticide,ADVISE FOUR,"Winfield Solutions, LLC",1381-219,Furrow,0.2,0.4,10.0,fl oz/cwt,1,Imidacloprid,70.0,,9.5,,,,,,,,,,,,,,,,
USA,Seed Treatment,ADVISE FOUR,"Winfield Solutions, LLC",1381-219,Seed Treatment - Liquid,0.2,0.4,10.0,fl oz/cwt,1,Imidacloprid,70.0,,1.8,,,,,,,,,,,,,,,,
USA,Field Insecticide,S-CLOPRID 4 AG,"WINFIELD SOLUTIONS, LLC",83222-32,Foliar,0.2,0.4,10.0,fl oz/cwt,1,Imidacloprid,70.0,,13.0,,,,,,,,,,,,,,,,
USA,Field Insecticide,S-CLOPRID 4 AG,"WINFIELD SOLUTIONS, LLC",83222-32,Furrow,0.2,0.4,10.0,fl oz/cwt,1,Imidacloprid,70.0,,7.3,,,,,,,,,,,,,,,,
USA,Seed Treatment,S-CLOPRID 4 AG,"WINFIELD SOLUTIONS, LLC",83222-32,Seed Treatment - Liquid,0.2,0.4,10.0,fl oz/cwt,1,Imidacloprid,70.0,,1.2,,,,,,,,,,,,,,,,
CA,Field Insecticide,GRAPPLE,,28726,Foliar,,,,,1,Imidacloprid,70.0,,9.2,,,,,,,,,,,,,,,,
CA,Field Insecticide,GRAPPLE,,28726,Furrow,,,,,1,Imidacloprid,70.0,,2.6,,,,,,,,,,,,,,,,
USA,Field Insecticide,AVAUNT EVO INSECT CONTROL,FMC Corporation,279-9629,Foliar,2.6,6.0,24.0,oz / ac,1,Indoxacarb,65.33333333,,12.1,,,,,,,,,,,,,,,,
USA,Field Insecticide,AVAUNT INSECTICIDE,FMC Corporation,279-9587,Foliar,2.5,6.0,24.0,oz / ac,1,Indoxacarb,65.33333333,,2.7,,,,,,,,,,,,,,,,
USA,Field Insecticide,STEWARD EC INSECTICIDE,FMC Corporation,279-9596,Foliar,4.6,11.3,45.0,fl oz/acre,1,Indoxacarb,65.33333333,,6.6,,,,,,,,,,,,,,,,
USA,Field Fungicide,ROVRAL 4 FLOWABLE FUNGICIDE,FMC Corporation,279-9564,Foliar,1.0,2.0,8.0,pt / ac,1,Iprodione,55.0,,10.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,NEVADO 4F FUNGICIDE,"Makhteshim-Agan of North America, Inc.",66222-144,Foliar,1.0,2.0,,pt / ac,1,Iprodione,55.0,,10.6,,,,,,,,,,,,,,,,
USA,Field Fungicide,METEOR FUNGICIDE,"United Phosphorus, Inc.",70506-243,Chemigation,1.0,2.0,8.0,pt / ac,1,Iprodione,55.0,,13.5,,,,,,,,,,,,,,,,
USA,Field Fungicide,METEOR FUNGICIDE,"United Phosphorus, Inc.",70506-243,Foliar,1.0,2.0,8.0,pt / ac,1,Iprodione,55.0,,5.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,IPRODIONE 4L AG,UPL NA INC,66330-297,Foliar,1.0,2.0,8.0,pt / ac,1,Iprodione,55.0,,6.4,,,,,,,,,,,,,,,,
USA,Field Insecticide,SURROUND WP,"Tessenderlo Kerley, Inc. (TKI)",61842-18,Foliar,25.0,100.0,,lb / ac,1,Kaolin,,,13.7,,,,,,,,,,,,,,,,
CA,Field Insecticide,ZIVATA,ADAMA AGRICULTURAL SOLUTIONS CANADA LTD.,32427,Foliar,83.0,125.0,250.0,ml / ha,1,Lambda-cyhalothrin,69.83333333,,11.0,,,,,,,,,,,,,,4.0,,
USA,Field Insecticide,SERPENT 1 EC,"Atticus, LLC",91234-55,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,1.9,,,,,,,,,,,,,,7.0,,
USA,Field Insecticide,LAMBDA T-2,Helena Chemical Company,100-1295-5905,Foliar,0.96,1.92,7.68,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,2.9,,,,,,,,,,,,,,,,
USA,Field Insecticide,RAVAGE,"Innvictis Crop Care, LLC",89168-16-89391,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,8.5,,,,,,,,,,,,,,,,
USA,Field Insecticide,LAMBDASTAR,"LG International (America), Inc.",71532-20-73006,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,11.4,,,,,,,,,,,,,,,,
USA,Field Insecticide,SILENCER,"Makhteshim-Agan of North America, Inc.",66222-104,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,12.1,,,,,,,,,,,,,,,,
USA,Field Insecticide,LAMBDA SELECT,"Select Source, LLC",86869-5,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,9.7,,,,,,,,,,,,,,,,
CA,Field Insecticide,LABAMBA INSECTICIDE,Sharda Cropchem Limited,33576,Foliar,83.0,125.0,250.0,ml / ha,1,Lambda-cyhalothrin,69.83333333,,2.1,,,,,,,,,,,,,,,,
USA,Field Insecticide,ENDIGO ZC,Syngenta Crop Protection,100-1276,Foliar,3.5,4.5,10.0,fl oz/acre,2,Lambda-cyhalothrin,69.83333333,,7.5,Thiamethoxam (foliar),,,2.1,,,,,,,,,,,,
USA,Field Insecticide,LAMCAP,Syngenta Crop Protection,100-1112,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,14.1,,,,,,,,,,,,,,,,
USA,Field Insecticide,LAMCAP II,Syngenta Crop Protection,100-1295,Chemigation,0.96,1.92,7.68,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,1.8,,,,,,,,,,,,,,,,
USA,Field Insecticide,LAMCAP II,Syngenta Crop Protection,100-1295,Foliar,0.96,1.92,7.68,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,2.9,,,,,,,,,,,,,,,,
USA,Field Insecticide,WARRIOR,Syngenta Crop Protection,100-1112,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,10.0,,,,,,,,,,,,,,,,
USA,Field Insecticide,WARRIOR II,Syngenta Crop Protection,100-1295,Foliar,0.96,1.92,7.68,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,6.2,,,,,,,,,,,,,,,,
USA,Field Insecticide,PROVINCE II,"TENKOZ, Inc.",100-1295-55467,Foliar,0.96,1.92,7.68,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,14.2,,,,,,,,,,,,,,,,
USA,Field Insecticide,PROVINCE INSECTICIDE,"TENKOZ, Inc.",100-1112-55467,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,1.7,,,,,,,,,,,,,,,,
USA,Field Insecticide,LAMBDA-CY,"UPL NA, INC.",70506-121,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,4.6,,,,,,,,,,,,,,7.0,,
USA,Field Insecticide,LAMBDA-CY 1EC,Willowood USA,87290-24,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,14.6,,,,,,,,,,,,,,,,
USA,Field Insecticide,WILLOWOOD LAMBDA 1 EC,Willowood USA,66222-104-87290,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,10.6,,,,,,,,,,,,,,,,
USA,Field Insecticide,WILLOWOOD LAMBDA-CY 1EC,Willowood USA,87290-24,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,7.8,,,,,,,,,,,,,,,,
USA,Field Insecticide,GRIZZLY TOO INSECTICIDE,"Winfield Solutions, LLC",100-1295-1381,Foliar,0.96,1.92,7.68,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,4.3,,,,,,,,,,,,,,,,
USA,Field Insecticide,GRIZZLY Z INSECTICIDE,"Winfield Solutions, LLC",1381-211,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,13.9,,,,,,,,,,,,,,,,
USA,Field Insecticide,LAMBDA-CY AG,"WINFIELD SOLUTIONS, LLC",83222-42,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,11.6,,,,,,,,,,,,,,,,
USA,Field Insecticide,OMNI BRAND LAMBDA1 EC,,5905-610,Foliar,1.92,3.84,15.36,fl oz/acre,1,Lambda-cyhalothrin,69.83333333,,4.5,,,,,,,,,,,,,,,,
USA,Field Insecticide,CALANTHA,"GreenLight Biosciences, Inc.",94614-2,Foliar,12.0,16.0,64.0,fl oz/acre,1,Ledprona,14.0,,2.3,,,,,,,,,,,,,,7.0,,
CA,Field Herbicide,AFOLAN F,Adama Agricultural Solutions Canada LTD.,16363,Ground,2.7,4.0,,l / ha,1,Linuron,56.66666667,,6.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,LOROX DF,"TESSENDERLO KERLEY, INC.",61842-23,Ground,1.5,3.0,3.0,lb / ac,1,Linuron,56.66666667,,5.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,LINEX 4L,"Tessenderlo Kerley, Inc. (TKI)",61842-21,Chemigation,1.0,3.0,3.0,pt / ac,1,Linuron,56.66666667,,8.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,LINEX 4L,"Tessenderlo Kerley, Inc. (TKI)",61842-21,Ground,1.0,3.0,3.0,pt / ac,1,Linuron,56.66666667,,8.6,,,,,,,,,,,,,,,,
CA,Field Herbicide,LOROX L,"Tessernderlo Kerly, Inc.",16279,Ground,2.25,3.7,,l / ha,1,Linuron,56.66666667,,14.4,,,,,,,,,,,,,,,,
CA,Field Sprout Inhibitor,DREXEL SPROUT-STOP 60 SG,Drexel Chemical Company,27654,Foliar,5.65,5.65,,kg / ha,1,Maleic hydrazide,38.0,,12.1,,,,,,,,,,,,,,,,
USA,Field Sprout Inhibitor,SPROUT STOP,Drexel Chemical Company,19713-2,Foliar,1.0,1.33,1.33,gal / ac,1,Maleic hydrazide,38.0,,8.2,,,,,,,,,,,,,,,,
USA,Field Sprout Inhibitor,SPROUT STOP 80WS,Drexel Chemical Company,19713-372,Foliar,3.75,5.0,,lb / ac,1,Maleic hydrazide,38.0,,10.0,,,,,,,,,,,,,,,,
CA,Field Sprout Inhibitor,ROYAL MH 60SG,UPL AgroSolutions Canada Inc.,18143,Foliar,5.65,5.65,,kg / ha,1,Maleic hydrazide,38.0,,13.9,,,,,,,,,,,,,,,,
CA,Field Sprout Inhibitor,ROYAL MH-30 XTRA,UPL AgroSolutions Canada Inc.,29607,Foliar,12.6,12.6,,l / ha,1,Maleic hydrazide,38.0,,4.1,,,,,,,,,,,,,,,,
USA,Field Sprout Inhibitor,ROYAL MH-30,UPL NA INC,400-84,Foliar,2.0,2.0,,gal / ac,1,Maleic hydrazide,38.0,,14.0,,,,,,,,,,,,,,,,
USA,Field Sprout Inhibitor,ROYAL MH-30 SG,UPL NA INC,400-165,Foliar,5.0,5.0,,lb / ac,1,Maleic hydrazide,38.0,,10.4,,,,,,,,,,,,,,,,
USA,Field Sprout Inhibitor,ROYAL MH-30 XTRA,UPL NA INC,400-452,Foliar,1.0,1.33,,gal / ac,1,Maleic hydrazide,38.0,,6.6,,,,,,,,,,,,,,,,
USA,Field Sprout Inhibitor,DECCO VITALIZE MH-30,"UPL NA, INC.",70506-576-2792,Foliar,1.0,1.33,1.33,gal / ac,1,Maleic hydrazide,38.0,,11.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,FORTUNA 75WDG FUNGICIDE,Agria S.A,89333-1,Foliar,1.0,2.0,15.0,lb / ac,1,Mancozeb,46.0,,13.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,KOVERALL FUNGICIDE,"Albaugh, LLC",42750-389,Foliar,2.5,2.5,15.0,lb / 100 gal,1,Mancozeb,46.0,,10.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,MANKOCIDE,"CERTIS USA, LLC",91411-7-70051,Foliar,1.5,5.0,74.66,lb / ac,1,Mancozeb,46.0,,3.6,,,,,,,,,,,,,,,,
USA,Field Fungicide,KOVERALL FUNGICIDE,"Cheminova, Inc.",67760-110,Foliar,0.5,2.0,15.0,lb / ac,1,Mancozeb,46.0,,4.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,DITHANE DF RAINSHIELD,Corteva Agriscience LLC,62719-402,Foliar,0.5,2.0,15.0,lb / ac,1,Mancozeb,46.0,,4.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,DITHANE F-45,Corteva Agriscience LLC,62719-396,Foliar,0.4,1.6,11.2,qt / ac,1,Mancozeb,46.0,,9.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,DITHANE F-45 RAINSHIELD,Corteva Agriscience LLC,62719-396,Foliar,0.4,1.6,11.2,qt / ac,1,Mancozeb,46.0,,6.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,DITHANE M-45,Corteva Agriscience LLC,62719-387,Foliar,0.5,2.0,14.0,lb / ac,1,Mancozeb,46.0,,5.1,,,,,,,,,,,,,,,,
CA,Field Fungicide,DITHANE RAINSHIELD,Corteva Agrosciences Canada Company,20553,Foliar,1.1,2.25,,kg / ha,1,Mancozeb,46.0,,1.2,,,,,,,,,,,,,,5.0,,
USA,Field Fungicide,GAVEL 75DF,Gowan Company,10163-6414,Foliar,1.5,2.0,12.0,lb / ac,2,Mancozeb,46.0,,3.5,Zoxamide,,,11.0,,,,,,,,,,,,
CA,Field Fungicide,GAVEL 75 DF,Gowan Company L.L.C.,26842,Foliar,1.7,2.25,,kg / ha,2,Mancozeb,46.0,,8.3,Zoxamide,,,7.5,,,,,,,,,,,,
USA,Field Fungicide,OMNI BRAND MANCOZEB 75 WDG,"Helena Agri-Enterprises, LLC",89333-1-5905,Foliar,1.0,2.0,15.0,lb / ac,1,Mancozeb,46.0,,14.9,,,,,,,,,,,,,,,,
USA,Seed Treatment,IVC FIR BARK P.S.T,"Innvictis Crop Care, LLC",89168-142-89391,Seed Treatment - Powder,1.0,1.0,,lb / cwt,1,Mancozeb,46.0,,9.6,,,,,,,,,,,,,,,,
USA,Seed Treatment,P.S.T. PLUS BARK,J. R. Simplot Company,11682-35,Seed Treatment - Powder,1.0,1.0,,lb / cwt,1,Mancozeb,46.0,,3.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,ROPER DF RAINSHIELD,Loveland Products Inc.,34704-1063,Chemigation,0.5,2.0,15.0,lb / ac,1,Mancozeb,46.0,,4.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,ROPER DF RAINSHIELD,Loveland Products Inc.,34704-1063,Foliar,0.5,2.0,15.0,lb / ac,1,Mancozeb,46.0,,7.9,,,,,,,,,,,,,,,,
CA,Field Fungicide,RIDOMIL GOLD MZ 68WG,"Syngenta Canada, Inc.",28893,Foliar,2.5,2.5,,kg / ha,2,Mancozeb,46.0,,11.0,Metalaxyl,,,12.7,,,,,,,,,,,,
USA,Field Fungicide,RIDOMIL GOLD MZ,Syngenta Crop Protection,100-803,Foliar,2.5,2.5,,lb / ac,2,Mancozeb,46.0,,4.4,Mefenoxam (foliar),,,6.9,,,,,,,,,,,,
USA,Field Fungicide,RIDOMIL GOLD MZ WG,Syngenta Crop Protection,100-1269,Foliar,2.5,2.5,10.0,lb / ac,2,Mancozeb,46.0,,11.1,Mefenoxam (foliar),,,4.4,,,,,,,,,,,,
USA,Field Fungicide,MANZATE MAX,"United Phosphorus, Inc.",70506-194,Foliar,1.6,2.5,11.2,fl oz/cwt,1,Mancozeb,46.0,,7.5,,,,,,,,,,,,,,,,
USA,Seed Treatment,MANZATE MAX,"United Phosphorus, Inc.",70506-194,Seed Treatment - Liquid,1.6,2.5,11.2,fl oz/cwt,1,Mancozeb,46.0,,10.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,PENNCOZEB 4FL,"United Phosphorus, Inc.",70506-194,Foliar,0.4,1.6,11.2,qt / ac,1,Mancozeb,46.0,,4.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,PENNCOZEB 75DF,"United Phosphorus, Inc.",70506-185,Foliar,1.0,2.0,15.0,lb / ac,1,Mancozeb,46.0,,10.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,PENNCOZEB 80WP,"United Phosphorus, Inc.",70506-183,Foliar,0.5,2.0,14.0,lb / ac,1,Mancozeb,46.0,,9.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,MANZATE 75DF,UPL NA INC,70506-234,Foliar,1.0,2.0,15.0,lb / ac,1,Mancozeb,46.0,,9.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,MANZATE 80 WP,UPL NA INC,1812-415,Foliar,1.0,2.0,14.0,lb / ac,1,Mancozeb,46.0,,13.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,MANZATE FLOWABLE,UPL NA INC,352-706,Foliar,0.4,1.6,11.2,qt / ac,1,Mancozeb,46.0,,13.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,MANZATE PRO-STICK,UPL NA INC,352-704,Foliar,1.0,2.0,15.0,lb / ac,1,Mancozeb,46.0,,4.3,,,,,,,,,,,,,,,,
CA,Field Fungicide,MANZATE MAX,UPL NA INC.,33299,Foliar,1.72,3.52,28.16,l / ha,1,Mancozeb,46.0,,8.2,,,,,,,,,,,,,,,,
CA,Field Fungicide,MANZATE PRO-STICK,"UPL NA, Inc.",28217,Foliar,1.1,2.25,18.0,kg / ha,1,Mancozeb,46.0,,14.2,,,,,,,,,,,,,,,,
CA,Field Fungicide,PENNCOZEB 75DF,"UPL NA, Inc.",25397,Foliar,1.1,2.25,18.0,kg / ha,1,Mancozeb,46.0,,3.1,,,,,,,,,,,,,,,,
CA,Field Fungicide,PENNCOZEB 75DF RAINCOAT,"UPL NA, Inc.",30241,Foliar,1.1,2.25,18.0,kg / ha,1,Mancozeb,46.0,,12.1,,,,,,,,,,,,,,,,
USA,Seed Treatment,STARTUP MANZB,"UPL NA, INC.",70506-345,Seed Treatment - Liquid,1.6,2.5,,fl oz/cwt,1,Mancozeb,46.0,,12.1,,,,,,,,,,,,,,,,
USA,Seed Treatment,NUBARK MANCOZEB,Wilbur-Ellis Company,2935-496,Seed Treatment - Powder,1.0,1.0,,lb / cwt,1,Mancozeb,46.0,,7.1,,,,,,,,,,,,,,,,
CA,Field Fungicide,ORONDIS ULTRA FUNGICIDE,"Syngenta Canada, Inc.",32805,Air,0.4,0.6,2.4,l / ha,2,Mandipropamid,26.33333333,,4.1,Oxathiapiprolin,,,13.1,,,,,,,,,,,,
CA,Field Fungicide,ORONDIS ULTRA FUNGICIDE,"Syngenta Canada, Inc.",32805,Foliar,0.4,0.6,2.4,l / ha,2,Mandipropamid,26.33333333,,9.4,Oxathiapiprolin,,,9.1,,,,,,,,,,,,
CA,Field Fungicide,REVUS,"Syngenta Canada, Inc.",29074,Air,13.0,26.0,,ml / 100 kg,1,Mandipropamid,26.33333333,,9.1,,,,,,,,,,,,,,,,
CA,Field Fungicide,REVUS,"Syngenta Canada, Inc.",29074,Foliar,13.0,26.0,,ml / 100 kg,1,Mandipropamid,26.33333333,,4.0,,,,,,,,,,,,,,,,
CA,Seed Treatment,REVUS,"Syngenta Canada, Inc.",29074,Seed Treatment - Liquid,13.0,26.0,,ml / 100 kg,1,Mandipropamid,26.33333333,,2.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,ORONDIS ULTRA B,Syngenta Crop Protection,100-1254,Foliar,5.5,8.0,32.0,fl oz/acre,1,Mandipropamid,26.33333333,,11.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,REVUS,Syngenta Crop Protection,100-1254,Foliar,5.5,8.0,32.0,fl oz/acre,1,Mandipropamid,26.33333333,,7.1,,,,,,,,,,,,,,7.0,,
USA,Field Fungicide,ORONDIS ULTRA PREMIX,"SYNGENTA CROP PROTECTION, LLC",100-1612,Foliar,5.5,8.0,32.0,fl oz/acre,2,Mandipropamid,26.33333333,,11.3,Oxathiapiprolin,,,7.5,,,,,,,,,,,,
USA,Field Fungicide,RECON BOLD SL,Atticus LLC,91234-219,Furrow,6.87,6.87,,fl oz/acre,1,Mefenoxam,,,5.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,VAUNT,"Innvictis Crop Care, LLC",89167-89-89391,Foliar,13.0,13.0,1.36,fl oz/acre,1,Mefenoxam,,,13.5,,,,,,,,,,,,,,,,
USA,Field Fungicide,VAUNT,"Innvictis Crop Care, LLC",89167-89-89391,Furrow,13.0,13.0,1.36,fl oz/acre,1,Mefenoxam,,,10.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,ULTRA FLOURISH,Nufarm Americas Inc.,55146-73,Foliar,13.0,13.0,21.76,fl oz/acre,1,Mefenoxam,,,2.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,ULTRA FLOURISH,Nufarm Americas Inc.,55146-73,Furrow,13.0,13.0,21.76,fl oz/acre,1,Mefenoxam,,,4.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,ORONDIS GOLD,Syngenta,100-1614,Foliar,13.9,48.0,48.0,fl oz/acre,2,Mefenoxam,,,4.7,Oxathiapiprolin,,,9.9,,,,,,,,,,,,
USA,Field Fungicide,ORONDIS GOLD,Syngenta,100-1614,Furrow,13.9,48.0,48.0,fl oz/acre,2,Mefenoxam,,,14.6,Oxathiapiprolin,,,12.1,,,,,,,,,,,,
USA,Field Fungicide,ORONDIS GOLD B,Syngenta Crop Protection,100-1202,Foliar,6.5,6.5,,fl oz/acre,1,Mefenoxam,,,8.0,,,,,,,,,,,,,,,,
USA,Field Fungicide,ORONDIS GOLD B,Syngenta Crop Protection,100-1202,Furrow,6.5,6.5,,fl oz/acre,1,Mefenoxam,,,7.2,,,,,,,,,,,,,,,,
USA,Field Fungicide,RIDOMIL GOLD SL,Syngenta Crop Protection,100-1202,Chemigation,6.86,6.86,,fl oz/acre,1,Mefenoxam,,,10.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,RIDOMIL GOLD SL,Syngenta Crop Protection,100-1202,Foliar,6.86,6.86,,fl oz/acre,1,Mefenoxam,,,4.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,RIDOMIL GOLD SL,Syngenta Crop Protection,100-1202,Furrow,6.86,6.86,,fl oz/acre,1,Mefenoxam,,,4.6,,,,,,,,,,,,,,,,
USA,Field Fungicide,RIDOMIL GOLD EC,,100-801,Furrow,,,,,1,Mefenoxam,,,12.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,VAUNT XL,"INNVICTIS CROP CARE, LLC",89167-124-89391,Foliar,3.2,3.2,9.6,fl oz/acre,1,Mefenoxam (foliar),,,3.5,,,,,,,,,,,,,,14.0,,
USA,Field Fungicide,VAUNT XL,"INNVICTIS CROP CARE, LLC",89167-124-89391,Furrow,3.2,3.2,9.6,fl oz/acre,1,Mefenoxam (foliar),,,2.3,,,,,,,,,,,,,,14.0,,
CA,Field Fungicide,VELTYMA,BASF,34166,Foliar,0.5,0.5,1.0,l / ha,2,Mefentrifluconazole,86.0,,11.8,Pyraclostrobin,,,2.4,,,,,,,,,,,,
CA,Field Fungicide,CEVYA FUNGICIDE,BASF Canada Inc.,33405,Foliar,0.19,0.25,1.125,l / ha,1,Mefentrifluconazole,86.0,,10.5,,,,,,,,,,,,,,,,
USA,Field Fungicide,PROVYSOL Fungicide,BASF Corporation,7969-411,Foliar,3.0,5.0,15.0,fl oz/acre,1,Mefentrifluconazole,86.0,,4.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,VELTYMA FUNGICIDE,BASF Corporation,7969-409,Foliar,5.0,10.0,30.0,fl oz/acre,2,Mefentrifluconazole,86.0,,9.1,Pyraclostrobin,,,9.3,,,,,,,,,,,,
USA,Field Fungicide,METALAXYL 2E AG,"Albaugh, LLC",42750-273,Foliar,24.394,24.394,,fl oz/acre,1,Metalaxyl,35.0,,2.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,METALAXYL 2E AG,"Albaugh, LLC",42750-273,Furrow,24.394,24.394,,fl oz/acre,1,Metalaxyl,35.0,,6.0,,,,,,,,,,,,,,,,
USA,Field Fungicide,METASTAR 2E AG,Arysta LifeScience North America LLC,71532-5-66330,Foliar,25.83,25.83,,fl oz/acre,1,Metalaxyl,35.0,,2.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,METASTAR 2E AG,Arysta LifeScience North America LLC,71532-5-66330,Furrow,25.83,25.83,,fl oz/acre,1,Metalaxyl,35.0,,2.0,,,,,,,,,,,,,,,,
USA,Field Fungicide,RECON 4F,"Atticus, LLC",91234-64,Foliar,12.9,12.9,6.0,fl oz/acre,1,Metalaxyl,35.0,,10.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,RECON 4F,"Atticus, LLC",91234-64,Furrow,12.9,12.9,6.0,fl oz/acre,1,Metalaxyl,35.0,,1.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,METASTAR 4S,"FARMHANNONG AMERICA, INC.",71532-36-9102,Foliar,12.9,12.9,36.0,fl oz/acre,1,Metalaxyl,35.0,,8.2,,,,,,,,,,,,,,,,
USA,Field Fungicide,METASTAR 4S,"FARMHANNONG AMERICA, INC.",71532-36-9102,Furrow,12.9,12.9,36.0,fl oz/acre,1,Metalaxyl,35.0,,8.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,METASTAR 4S,"FARMHANNONG AMERICA, INC.",71532-36-9102,Soil Incorporated,12.9,12.9,36.0,fl oz/acre,1,Metalaxyl,35.0,,14.8,,,,,,,,,,,,,,,,
CA,Field Fungicide,ORONDIS GOLD B 480SL,"Syngenta Canada, Inc.",32937,Furrow,4.0,4.0,,ml / 100 m,1,Metalaxyl,35.0,,14.9,,,,,,,,,,,,,,,,
CA,Field Fungicide,RIDOMIL GOLD 480SL,"Syngenta Canada, Inc.",28474,Foliar,400.0,400.0,,ml / ha,1,Metalaxyl,35.0,,12.1,,,,,,,,,,,,,,,,
CA,Field Fungicide,RIDOMIL GOLD 480SL,"Syngenta Canada, Inc.",28474,Furrow,400.0,400.0,,ml / ha,1,Metalaxyl,35.0,,9.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,XYLER FC FUNGICIDE,"Vive Crop Protection, Inc.",89118-12,Foliar,18.45,18.45,,fl oz/acre,1,Metalaxyl,35.0,,5.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,XYLER FC FUNGICIDE,"Vive Crop Protection, Inc.",89118-12,Furrow,18.45,18.45,,fl oz/acre,1,Metalaxyl,35.0,,5.5,,,,,,,,,,,,,,,,
CA,Field Fungicide,ORONDIS GOLD DC FUNGICIDE,,35176,Furrow,18.0,18.0,,ml / 100 m,2,Metalaxyl,35.0,,5.2,Oxathiapiprolin,,,1.9,,,,,,,,,,,,
