CP ID,country,region,type,regulator number,name,registrant,application method,formulation,min rate,min rate uom,max rate,Max rate UOM,min days between applications,REI (h),PHI (d)
a1Y4W000002lTT9UAM,United States,,Field Fungicide - 36inch Spacing,5481-8988,BLOCKER 10G,Amvac Chemical Corporation,Furrow,Dry,23.96,lb/acre,23.96,lb/acre,,12,45
a1Y4W000002lTTAUA2,United States,,Field Fungicide,5481-8992,BLOCKER 4F FUNGICIDE,Amvac Chemical Corporation,Foliar,Liquid,3,pt/acre,10,pt/acre,,12,28
a1YOF0000000z8L2AQ,,Idaho,Field Insecticide,5481-9040,MOCAP 15% GRANULAR LOCK'N LOAD,Amvac Chemical Corporation,Broadcast,Dry,27,lb/acre,80,lb/acre,,48,
a1YOF0000000z8L2AQ,,Maine,Field Insecticide,5481-9040,MOCAP 15% GRANULAR LOCK'N LOAD,Amvac Chemical Corporation,Broadcast,Dry,27,lb/acre,60,lb/acre,,48,
a1YOF0000000z8L2AQ,,Washington,Field Insecticide,5481-9040,MOCAP 15% GRANULAR LOCK'N LOAD,Amvac Chemical Corporation,Broadcast,Dry,27,lb/acre,80,lb/acre,,48,
a1YOF0000000z8L2AQ,,Wisconsin,Field Insecticide,5481-9040,MOCAP 15% GRANULAR LOCK'N LOAD,Amvac Chemical Corporation,Broadcast,Dry,27,lb/acre,60,lb/acre,,48,
a1Y4W000002lTTcUAM,United States,,Field Fungicide,55146-1,CHAMP WG FUNGICIDE,Nufarm Americas Inc.,Foliar,Dry,1,lb/acre,5,lb/acre,,48,
a1Y4W000002lgdFUAQ,United States,,Field Fungicide,55146-1,CHAMPION WETTABLE POWDER,Nufarm Americas Inc.,Chemigation,Dry,1,lb/acre,5,lb/acre,,48,
a1Y4W000002lgdFUAQ,United States,,Field Fungicide,55146-1,CHAMPION WETTABLE POWDER,Nufarm Americas Inc.,Foliar,Dry,1,lb/acre,5,lb/acre,,48,
a1Y4W000004Cv86UAC,United States,,Field Fungicide,55146-115,CHAMPION,Nufarm,Chemigation,Dry,0.5,lb/acre,1.75,lb/acre,,48,
a1Y4W000004Cv86UAC,United States,,Field Fungicide,55146-115,CHAMPION,Nufarm,Foliar,Dry,0.5,lb/acre,1.75,lb/acre,,48,
a1Y4W000002lTa9UAE,United States,,Seed Treatment,55146-116,SPIRATO 480 FS,Nufarm Americas Inc.,Seed Treatment - Liquid,Liquid,0.08,fl oz/cwt,0.08,fl oz/cwt,,12,
a1Y4W000002lTTaUAM,United States,,Field Fungicide,55146-57,CHAMP DP DRY PRILL,Nufarm Americas Inc.,Foliar,Dry,0.67,lb/acre,2.67,lb/acre,,48,0
a1Y4W000002lTVVUA2,United States,,Seed Treatment,55146-62,GIBGRO 4LS,Nufarm Americas Inc.,Seed Treatment - Powder,Liquid,0.5,FO100G,1,FO100G,,4,
a1Y4W000002lTTbUAM,United States,,Field Fungicide,55146-64,CHAMP FORMULA 2 FLOWABLE,Nufarm Americas Inc.,Foliar,Liquid,0.66,pt/acre,2.66,pt/acre,,48,
a1Y4W000002lTbRUAU,United States,,Field Fungicide,55146-73,ULTRA FLOURISH,Nufarm Americas Inc.,Foliar,Liquid,6.4,fl oz/acre,6.4,fl oz/acre,14,48,14
a1Y4W000002lTbRUAU,United States,,Field Fungicide - 34inch Spacing,55146-73,ULTRA FLOURISH,Nufarm Americas Inc.,Furrow,Liquid,13,fl oz/acre,13,fl oz/acre,,48,14
a1Y4W000002lTbRUAU,United States,,Field Fungicide - 36inch Spacing,55146-73,ULTRA FLOURISH,Nufarm Americas Inc.,Furrow,Liquid,12.2,fl oz/acre,12.2,fl oz/acre,,48,14
a1Y4W000002lTX2UAM,United States,,Field Fungicide,55146-75,MICRO SULF,Nufarm Americas Inc.,Foliar,Dry,5,lb/acre,5,lb/acre,,24,
a1Y4W000002lTRdUAM,United States,,Field Fungicide,55146-83,PHOSTROL,Nufarm Americas Inc.,Foliar,Liquid,2.5,pt/acre,10,pt/acre,4,4,
a1Y4W000002lTRdUAM,United States,,Field Fungicide - 36inch Spacing,55146-83,PHOSTROL,Nufarm Americas Inc.,Furrow,Liquid,3.75,pt/acre,10,pt/acre,,4,
a1Y4W000002lTSHUA2,United States,,Field Fungicide,55146-84,AGRI TIN FLOWABLE,Nufarm Americas Inc.,Foliar,Liquid,4,fl oz/acre,6,fl oz/acre,,48,7
a1Y4W000002lTSKUA2,United States,,Seed Treatment,55146-96,AGRI-MYCIN 17,Nufarm Americas Inc.,Seed Treatment - Powder,Dry,8,O100G,8,O100G,,12,
a1Y4W000002lTWeUAM,United States,,Field Fungicide,55272-18-66222,MASTERCOP FUNGICIDE,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,0.5,pt/acre,1.5,pt/acre,,48,0
a1Y4W000002lTTPUA2,United States,,Field Herbicide - Pre-plant,55467-10,BUCCANEER GLYPHOSATE HERBICIDE,"TENKOZ, Inc.",Ground,Liquid,16,fl oz/acre,5,qt/acre,,12,
a1Y4W000002lTTQUA2,,Idaho,Field Herbicide - Pre-plant,55467-9,BUCCANEER PLUS GLYPHOSATE HERBICIDE,"TENKOZ, Inc.",Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTTQUA2,,Washington,Field Herbicide - Pre-plant,55467-9,BUCCANEER PLUS GLYPHOSATE HERBICIDE,"TENKOZ, Inc.",Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTTQUA2,,Wisconsin,Field Herbicide - Pre-plant,55467-9,BUCCANEER PLUS GLYPHOSATE HERBICIDE,"TENKOZ, Inc.",Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTTwUAM,United States,,Field Fungicide,56576-1,COPPER SULFATE CRYSTAL,Chem One Ltd.,Foliar,Dry,10,lb/acre,10,lb/acre,,48,7
a1Y4W000002lTaLUAU,United States,,Plant Growth Regulator,57538-49,STIMULATE,"Stoller Enterprises, Inc",Foliar,Liquid,4,fl oz/acre,16,fl oz/acre,10,4,
a1Y4W000002lTaLUAU,United States,,Plant Growth Regulator,57538-49,STIMULATE,"Stoller Enterprises, Inc",Furrow,Liquid,2,fl oz/acre,8,fl oz/acre,,4,
a1YOF000000VflF2AS,United States,,Field Fungicide,57538-5,THAT FLOWABLE SULFUR,Stoller Enterprise,Foliar,Liquid,3,pt/acre,5,pt/acre,,24,
a1Y4W000002lTWTUA2,United States,,Field Fungicide,5905-437,LIQUID SULFUR SIX,Helena Chemical Company,Foliar,Liquid,3,pt/acre,4,pt/acre,,24,
a1Y4W000002lTSOUA2,United States,,Field Insecticide,5905-531,ALLITYN,Helena Chemical Company,Foliar,Liquid,4,fl oz/acre,32,fl oz/acre,,4,0
a1Y4W000002lTSZUA2,United States,,Field Fungicide,5905-541,ARMICARB 100,Helena Chemical Company,Foliar,Dry,2.5,lb/acre,5,lb/acre,,4,0
a1Y4W000002lTafUAE,United States,,Field Herbicide - Pre-emergence,5905-578,TAPOUT,Helena Chemical Company,Ground,Liquid,9,fl oz/acre,32,fl oz/acre,,24,30
a1YOF0000002rg92AA,United States,,Plant Growth Regulator,5905-594,RECEPTOR,Helena Chemical Company,Foliar,Liquid,1,pt/acre,2,pt/acre,,,
a1YOF0000002rg92AA,United States,,Plant Growth Regulator,5905-594,RECEPTOR,Helena Chemical Company,Furrow,Liquid,1,pt/acre,2,pt/acre,,,
a1Y4W000003eUGaUAM,United States,,Field Insecticide,5905-599,SULTRUS,"Helena Agri-Enterprises, LLC",Foliar,Liquid,0.8,fl oz/acre,2.8,fl oz/acre,,12,0
a1Y4W000002lTXhUAM,,Idaho,Field Fungicide,5905-602,OMNI CHLOROTHALONIL 720 SC,Helena Chemical Company,Foliar,Liquid,0.75,pt/acre,1.5,pt/acre,,12,7
a1Y4W000002lTXhUAM,,Maine,Field Fungicide,5905-602,OMNI CHLOROTHALONIL 720 SC,Helena Chemical Company,Foliar,Liquid,0.75,pt/acre,1.5,pt/acre,,12,7
a1Y4W000002lTXhUAM,,Wisconsin,Field Fungicide,5905-602,OMNI CHLOROTHALONIL 720 SC,Helena Chemical Company,Foliar,Liquid,0.75,pt/acre,1.5,pt/acre,,12,7
a1YOF000000alej2AA,,Idaho,Field Insecticide,5905-610,OMNI BRAND LAMBDA1 EC,,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1YOF000000alej2AA,,Washington,Field Insecticide,5905-610,OMNI BRAND LAMBDA1 EC,,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1YOF000000alej2AA,,Wisconsin,Field Insecticide,5905-610,OMNI BRAND LAMBDA1 EC,,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1YOF000000S8HB2A0,United States,,Field Fungicide,5905-651,TYCOON,"Helena Agri-Enterprises, LLC",Foliar,Liquid,6.3,fl oz/acre,11,fl oz/acre,,12,14
a1Y4W000002lTTfUAM,,Idaho,Field Herbicide - Pre-emergence,59639-119,CHATEAU WDG HERBICIDE,Valent USA Corporation,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000002lTTfUAM,,Washington,Field Herbicide - Pre-emergence,59639-119,CHATEAU WDG HERBICIDE,Valent USA Corporation,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000002lTZpUAM,United States,,Field Herbicide - Pre-emergence,59639-132,SELECT MAX HERBICIDE,Valent USA Corporation,Ground,Liquid,9,fl oz/acre,32,fl oz/acre,,24,30
a1Y4W000002lTYrUAM,United States,,Field Fungicide,59639-147,QUASH FUNGICIDE,Valent USA Corporation,Air,Dry,2.5,oz/acre,4,oz/acre,,12,1
a1Y4W000002lTYrUAM,United States,,Field Fungicide,59639-147,QUASH FUNGICIDE,Valent USA Corporation,Foliar,Dry,2.5,oz/acre,4,oz/acre,,12,1
a1Y4W000002lTSxUAM,United States,,Field Insecticide,59639-150,BELAY INSECTICIDE,Valent USA Corporation,Foliar,Liquid,2,fl oz/acre,3,fl oz/acre,,12,14
a1Y4W000002lTSxUAM,United States,,Field Insecticide,59639-150,BELAY INSECTICIDE,Valent USA Corporation,Furrow,Liquid,9,fl oz/acre,12,fl oz/acre,,12,
a1Y4W000002lTSxUAM,United States,,Seed Treatment,59639-150,BELAY INSECTICIDE,Valent USA Corporation,Seed Treatment - Liquid,Liquid,8,fl oz/acre,12,fl oz/acre,,12,
a1Y4W000002lTSwUAM,,Idaho,Field Insecticide,59639-152,BELAY 50 WDG INSECTICIDE,Valent USA Corporation,Chemigation,Dry,1.1,oz/acre,1.6,oz/acre,,12,14
a1Y4W000002lTSwUAM,,Maine,Field Insecticide,59639-152,BELAY 50 WDG INSECTICIDE,Valent USA Corporation,Chemigation,Dry,1.1,oz/acre,1.6,oz/acre,,12,14
a1Y4W000002lTSwUAM,,Wisconsin,Field Insecticide,59639-152,BELAY 50 WDG INSECTICIDE,Valent USA Corporation,Chemigation,Dry,1.1,oz/acre,1.6,oz/acre,,12,14
a1Y4W000002lTSvUAM,United States,,Field Insecticide,59639-153,BELAY 16 WSG INSECTICIDE,Valent USA Corporation,Furrow,Dry,10,oz/acre,20,oz/acre,,12,
a1Y4W000002lTUrUAM,United States,,Field Fungicide - 36inch Spacing,59639-211,ELUMIN FUNGICIDE,Valent USA Corporation,Furrow,Liquid,8,fl oz/acre,8,fl oz/acre,,12,
a1Y4W000004ugrZUAQ,United States,,Field Herbicide - Pre-emergence,59639-221,CHATEAU EZ,Valent USA Corporation,Ground,Liquid,1.5,fl oz/acre,1.5,fl oz/acre,,12,
a1Y4W000002lTZoUAM,United States,,Field Herbicide - Pre-emergence,59639-3,SELECT 2EC HERBICIDE,Valent USA Corporation,Ground,Liquid,6,fl oz/acre,16,fl oz/acre,,24,30
a1Y4W000002lTbbUAE,United States,,Field Herbicide - Pre-emergence,59639-3-55467,VOLUNTEER HERBICIDE,"TENKOZ, Inc.",Ground,Liquid,6,fl oz/acre,16,fl oz/acre,,24,30
a1Y4W000002lTTeUAM,,Idaho,Field Herbicide - Pre-emergence,59639-99,CHATEAU HERBICIDE SW,Valent USA Corporation,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000002lr55UAA,,Idaho,Field Herbicide - Pre-emergence,59639-99,FLUMI SX,Valent,Ground,Dry,,oz/acre,1.5,oz/acre,,12,
a1Y4W000002lr55UAA,,Maine,Field Herbicide - Pre-emergence,59639-99,FLUMI SX,Valent,Ground,Dry,,oz/acre,1.5,oz/acre,,12,
a1Y4W000002lTTeUAM,,Washington,Field Herbicide - Pre-emergence,59639-99,CHATEAU HERBICIDE SW,Valent USA Corporation,Ground,Dry,1.5,oz/acre,1.5,oz/acre,,12,
a1Y4W000002lr55UAA,,Wisconsin,Field Herbicide - Pre-emergence,59639-99,FLUMI SX,Valent,Ground,Dry,,oz/acre,1.5,oz/acre,,12,
a1Y4W000002lTRPUA2,United States,,Field Fungicide,60063-10,ECHO 90 DF,"Sipcam Agro USA, Inc.",Foliar,Dry,0.625,lb/acre,1.25,lb/acre,,12,7
a1Y4W000002lTUmUAM,United States,,Field Fungicide,60063-2,ECHO 75 WDG,"Sipcam Agro USA, Inc.",Foliar,Dry,0.75,lb/acre,1.5,lb/acre,,12,7
a1Y4W000002lTaJUAU,United States,,Field Herbicide - Pre-emergence,60063-24,STALWART,"Sipcam Agro USA, Inc.",Ground,Liquid,1,pt/acre,2.75,pt/acre,,12,40
a1Y4W000002lTUnUAM,United States,,Field Fungicide,60063-4,ECHO ZN,"Sipcam Agro USA, Inc.",Foliar,Liquid,1,pt/acre,2.125,pt/acre,,12,7
a1Y4W000002lTc2UAE,United States,,Field Fungicide,60063-7,ECHO 720,"Sipcam Agro USA, Inc.",Foliar,Liquid,0.75,pt/acre,1.5,pt/acre,,12,7
a1Y4W000002lTYjUAM,,Idaho,Rodenticide,61282-49,PROZAP ZINC PHOSPHIDE PELLETS,Miller Chemical & Fertilizer Corp.,Broadcast,Dry,5,lb/acre,10,lb/acre,,,30
a1Y4W000002lTYjUAM,,Washington,Rodenticide,61282-49,PROZAP ZINC PHOSPHIDE PELLETS,Miller Chemical & Fertilizer Corp.,Broadcast,Dry,5,lb/acre,10,lb/acre,,,30
a1Y4W000002lTaaUAE,United States,,Field Insecticide,61842-18,SURROUND WP,"Tessenderlo Kerley, Inc. (TKI)",Foliar,Dry,25,lb/acre,100,lb/acre,,4,0
a1Y4W000002lTWRUA2,United States,,Field Herbicide - Pre-emergence,61842-21,LINEX 4L,"Tessenderlo Kerley, Inc. (TKI)",Chemigation,Liquid,1,pt/acre,3,pt/acre,,24,
a1Y4W000002lTWRUA2,United States,,Field Herbicide - Pre-emergence,61842-21,LINEX 4L,"Tessenderlo Kerley, Inc. (TKI)",Ground,Liquid,1,pt/acre,3,pt/acre,,24,
a1Y4W000002lge8UAA,,Maine,Field Herbicide - Pre-emergence,61842-23,LOROX DF,"TESSENDERLO KERLEY, INC.",Ground,Dry,1.5,lb/acre,3,lb/acre,,24,
a1Y4W000002lge8UAA,,Wisconsin,Field Herbicide - Pre-emergence,61842-23,LOROX DF,"TESSENDERLO KERLEY, INC.",Ground,Dry,1.5,lb/acre,3,lb/acre,,24,
a1Y4W000002lTZjUAM,United States,,Fumigant,61842-6,SECTAGON 42-FUMIGANT,"Tessenderlo Kerley, Inc. (TKI)",Fumigation,Liquid,30,gal/acre,75,gal/acre,,120,
a1Y4W000002lTZkUAM,,Idaho,Fumigant,61842-7,SECTAGON-K54,"Tessenderlo Kerley, Inc. (TKI)",Fumigation,Liquid,30,gal/acre,63.9,gal/acre,,120,
a1Y4W000002lTZkUAM,,Washington,Fumigant,61842-7,SECTAGON-K54,"Tessenderlo Kerley, Inc. (TKI)",Fumigation,Liquid,30,gal/acre,63.9,gal/acre,,120,
a1Y4W000002lTZkUAM,,Wisconsin,Fumigant,61842-7,SECTAGON-K54,"Tessenderlo Kerley, Inc. (TKI)",Fumigation,Liquid,30,gal/acre,63.9,gal/acre,,120,
a1Y4W000002lTV8UAM,United States,,Plant Growth Regulator,62097-2,FALGRO 4L,Fine Agrochemicals Ltd.,Foliar,Liquid,0.2,FO100G,0.4,FO100G,,4,
a1Y4W000002lgd0UAA,United States,,Field Insecticide,62562-4,ACOIDAL,QUIMETAL INDUSTRIAL S.A.,Foliar,Dry,3,lb/acre,5,lb/acre,,24,
a1Y4W000002lTb4UAE,,Idaho,Field Herbicide - Pre-emergence,62719-131,TREFLAN TR-10 HERBICIDE,"GOWAN COMPANY, LLC",Ground,Dry,5,lb/acre,10,lb/acre,,12,
a1Y4W000002lTb4UAE,,Washington,Field Herbicide - Pre-emergence,62719-131,TREFLAN TR-10 HERBICIDE,"GOWAN COMPANY, LLC",Ground,Dry,5,lb/acre,10,lb/acre,,12,
a1Y4W000002lTb4UAE,,Wisconsin,Field Herbicide - Pre-emergence,62719-131,TREFLAN TR-10 HERBICIDE,"GOWAN COMPANY, LLC",Ground,Dry,5,lb/acre,10,lb/acre,,12,
a1Y4W000002lTb3UAE,United States,,Field Herbicide - Pre-emergence,62719-250,TREFLAN HFP,"GOWAN COMPANY, LLC",Ground,Liquid,1,pt/acre,2,pt/acre,,12,
a1Y4W000002lTRpUAM,United States,,Field Insecticide,62719-292,SUCCESS,Corteva Agriscience LLC,Foliar,Liquid,3.2,fl oz/acre,10,fl oz/acre,,4,7
a1Y4W000002lTa8UAE,United States,,Field Insecticide,62719-294,SPINTOR 2SC,Corteva Agriscience LLC,Foliar,Liquid,3,fl oz/acre,10,fl oz/acre,,4,7
a1Y4W000002lTahUAE,United States,,Fumigant,62719-302,TELONE C-35,SALT LAKE HOLDING LLC,Fumigation,Liquid,21.4,gal/acre,36,gal/acre,,120,
a1Y4W000002lTajUAE,United States,,Fumigant,62719-32,TELONE II,SALT LAKE HOLDING LLC,Fumigation,Liquid,9,gal/acre,25,gal/acre,,120,
a1Y4W000002lTaiUAE,United States,,Fumigant,62719-321,TELONE EC,SALT LAKE HOLDING LLC,Fumigation,Liquid,9,gal/acre,18,gal/acre,,120,
a1Y4W000002lTVwUAM,United States,,Fumigant,62719-348,INLINE SOIL FUMIGANT,SALT LAKE HOLDING LLC,Fumigation,Liquid,13,gal/acre,35,gal/acre,,120,
a1Y4W000002lTRNUA2,,Idaho,Field Fungicide,62719-387,DITHANE M-45,Corteva Agriscience LLC,Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,14
a1Y4W000002lTRNUA2,,Maine,Field Fungicide,62719-387,DITHANE M-45,Corteva Agriscience LLC,Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,3
a1Y4W000002lTRNUA2,,Washington,Field Fungicide,62719-387,DITHANE M-45,Corteva Agriscience LLC,Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,14
a1Y4W000002lTRNUA2,,Wisconsin,Field Fungicide,62719-387,DITHANE M-45,Corteva Agriscience LLC,Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,3
a1Y4W000002lTRMUA2,,Idaho,Field Fungicide,62719-396,DITHANE F-45,Corteva Agriscience LLC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,14
a1Y4W000002lTUbUAM,,Idaho,Field Fungicide,62719-396,DITHANE F-45 RAINSHIELD,Corteva Agriscience LLC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,14
a1Y4W000002lTRMUA2,,Maine,Field Fungicide,62719-396,DITHANE F-45,Corteva Agriscience LLC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,3
a1Y4W000002lTUbUAM,,Maine,Field Fungicide,62719-396,DITHANE F-45 RAINSHIELD,Corteva Agriscience LLC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,3
a1Y4W000002lTRMUA2,,Washington,Field Fungicide,62719-396,DITHANE F-45,Corteva Agriscience LLC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,14
a1Y4W000002lTUbUAM,,Washington,Field Fungicide,62719-396,DITHANE F-45 RAINSHIELD,Corteva Agriscience LLC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,14
a1Y4W000002lTRMUA2,,Wisconsin,Field Fungicide,62719-396,DITHANE F-45,Corteva Agriscience LLC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,3
a1Y4W000002lTUbUAM,,Wisconsin,Field Fungicide,62719-396,DITHANE F-45 RAINSHIELD,Corteva Agriscience LLC,Foliar,Liquid,0.4,qt/acre,1.6,qt/acre,,24,3
a1Y4W000002lTUaUAM,,Idaho,Field Fungicide,62719-402,DITHANE DF RAINSHIELD,Corteva Agriscience LLC,Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,14
a1Y4W000002lTUaUAM,,Maine,Field Fungicide,62719-402,DITHANE DF RAINSHIELD,Corteva Agriscience LLC,Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,3
a1Y4W000002lTUaUAM,,Washington,Field Fungicide,62719-402,DITHANE DF RAINSHIELD,Corteva Agriscience LLC,Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,14
a1Y4W000002lTUaUAM,,Wisconsin,Field Fungicide,62719-402,DITHANE DF RAINSHIELD,Corteva Agriscience LLC,Foliar,Dry,0.5,lb/acre,2,lb/acre,,24,3
a1Y4W000002lTVgUAM,United States,,Field Herbicide - Pre-emergence,62719-424,GOAL 2XL HERBICIDE,NUTRICHEM USA INC.,Ground,Liquid,1,pt/acre,2,pt/acre,,24,60
a1Y4W000002lTT7UAM,United States,,Field Insecticide,62719-523,BLACKHAWK,Corteva Agriscience LLC,Foliar,Dry,1.7,oz/acre,3.5,oz/acre,,4,7
a1Y4W000002lTZiUAM,United States,,Field Herbicide - Pre-emergence,62719-529,SCYTHE HERBICIDE,"GOWAN COMPANY, LLC",Ground,Liquid,1,gal/acre,10,gal/acre,,12,1
a1Y4W000002lTUCUA2,United States,,Field Insecticide,62719-541,DELEGATE WG,"CORTEVA AGRISCIENCE, LLC",Chemigation,Dry,2.25,oz/acre,4,oz/acre,,4,7
a1Y4W000002lTUCUA2,United States,,Field Insecticide,62719-541,DELEGATE WG,"CORTEVA AGRISCIENCE, LLC",Foliar,Dry,2.25,oz/acre,4,oz/acre,,4,7
a1Y4W000002lTYsUAM,United States,,Field Insecticide,62719-545,RADIANT SC,Corteva Agriscience LLC,Foliar,Liquid,4.5,fl oz/acre,8,fl oz/acre,,4,7
a1Y4W000002lTUgUAM,United States,,Field Herbicide - Pre-plant,62719-556,DURANGO DMA,"Albaugh, LLC",Ground,Liquid,,qt/acre,3.3,qt/acre,,4,
a1Y4W000002lTUwUAM,United States,,Field Insecticide,62719-621,ENTRUST SC,Corteva Agriscience LLC,Foliar,Liquid,3,fl oz/acre,10,fl oz/acre,,4,7
a1Y4W000002lTb0UAE,United States,,Field Insecticide,62719-625,TRANSFORM WG,Corteva Agriscience LLC,Foliar,Dry,0.75,oz/acre,2.25,oz/acre,,24,7
a1YOF000000SalJ2AS,United States,,Field Insecticide,62719-749,RIDGEBACK,Corteva Agriscience LLC,Foliar,Liquid,4.5,fl oz/acre,13.8,fl oz/acre,21,24,21
a1Y4W000002lTaZUAU,United States,,Field Fungicide,65343-1,SUPER-SIX,Plant Health Technologies,Foliar,Liquid,0.3,gal/acre,1.3,gal/acre,10,24,0
a1Y4W000002lTZzUAM,United States,,Field Insecticide,66222-104,SILENCER,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTbkUAE,,Idaho,Field Insecticide,66222-104-87290,WILLOWOOD LAMBDA 1 EC,Willowood USA,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTbkUAE,,Maine,Field Insecticide,66222-104-87290,WILLOWOOD LAMBDA 1 EC,Willowood USA,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTbkUAE,,Wisconsin,Field Insecticide,66222-104-87290,WILLOWOOD LAMBDA 1 EC,Willowood USA,Foliar,Liquid,1.92,fl oz/acre,3.84,fl oz/acre,,24,7
a1Y4W000002lTVdUAM,,Wisconsin,Field Herbicide - Pre-plant,66222-105,GLYPHOGAN HERBICIDE,"Makhteshim-Agan of North America, Inc.",Ground,Liquid,0.5,qt/acre,5,qt/acre,,12,
a1Y4W000002lTWxUAM,United States,,Field Herbicide - Post-emergence,66222-106,METRIBUZIN 75DF,"Makhteshim-Agan of North America, Inc.",Foliar,Dry,0.333,lb/acre,0.666,lb/acre,,12,60
a1Y4W000002lTVYUA2,United States,,Field Herbicide - Pre-emergence,66222-106,GLORY HERBICIDE,"Makhteshim-Agan of North America, Inc.",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTWxUAM,United States,,Field Herbicide - Pre-emergence,66222-106,METRIBUZIN 75DF,"Makhteshim-Agan of North America, Inc.",Ground,Dry,0.333,lb/acre,1.333,lb/acre,,12,60
a1Y4W000002lTY1UAM,United States,,Field Herbicide - Pre-emergence,66222-130,PARAZONE 3SL,"Makhteshim-Agan of North America, Inc.",Ground,Liquid,0.4,pt/acre,1.3,pt/acre,,48,
a1Y4W000002lTS3UAM,United States,,Field Insecticide,66222-139,ABBA 0.15 EC,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,8,fl oz/acre,16,fl oz/acre,,12,14
a1Y4W000002lTXQUA2,United States,,Field Fungicide,66222-144,NEVADO 4F FUNGICIDE,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,1,pt/acre,2,pt/acre,,24,14
a1Y4W000002lTV2UAM,United States,,Field Fungicide,66222-149,EQUUS DF,"Makhteshim-Agan of North America, Inc.",Foliar,Dry,0.7,lb/acre,1.36,lb/acre,,12,7
a1Y4W000002lTV0UAM,United States,,Field Fungicide,66222-150,EQUUS 500 ZN,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,1.125,pt/acre,2.25,pt/acre,,12,7
a1Y4W000002lTV1UAM,United States,,Field Fungicide,66222-154,EQUUS 720 SST,"Makhteshim-Agan of North America, Inc.",Chemigation,Liquid,0.75,pt/acre,1.5,pt/acre,,12,7
a1Y4W000002lTV1UAM,United States,,Field Fungicide,66222-154,EQUUS 720 SST,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,0.75,pt/acre,1.5,pt/acre,,12,7
a1YOF000000g51h2AA,United States,,Field Insecticide,66222-156,ACRONYX 4F,"Atticus, LLC",Foliar,Liquid,6.4,fl oz/acre,6.4,fl oz/acre,,12,7
a1YOF000000g51h2AA,United States,,Field Insecticide,66222-156,ACRONYX 4F,"Atticus, LLC",Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,,
a1Y4W000002lTSNUA2,United States,,Field Insecticide,66222-156,ALIAS 4F,"Makhteshim-Agan of North America, Inc.",Foliar,Liquid,1.52,fl oz/acre,1.52,fl oz/acre,7,12,7
a1Y4W000002lTSNUA2,United States,,Field Insecticide,66222-156,ALIAS 4F,"Makhteshim-Agan of North America, Inc.",Furrow,Liquid,6.5,fl oz/acre,10,fl oz/acre,,12,7
a1YOF000000g51h2AA,United States,,Seed Treatment,66222-156,ACRONYX 4F,"Atticus, LLC",Seed Treatment - Liquid,Liquid,4,fl oz/acre,8,fl oz/acre,,,
a1Y4W000002lTSNUA2,United States,,Seed Treatment,66222-156,ALIAS 4F,"Makhteshim-Agan of North America, Inc.",Seed Treatment - Liquid,Liquid,4,fl oz/acre,8,fl oz/acre,,12,7
a1Y4W000002lTYkUAM,United States,,Field Herbicide - Pre-emergence,66222-184,PRUVIN,"Makhteshim-Agan of North America, Inc.",Ground,Dry,1,oz/acre,1.5,oz/acre,,4,30
